Split_Number,Repeat,Fold,Sample_ID,Potability,Role
7,2,2,WP_0563,0,Train
7,2,2,WP_1881,0,Train
7,2,2,WP_0082,0,Train
7,2,2,WP_0864,0,Train
7,2,2,WP_0015,0,Train
7,2,2,WP_0484,1,Train
7,2,2,WP_0865,0,Train
7,2,2,WP_0376,0,Train
7,2,2,WP_1780,0,Train
7,2,2,WP_0820,0,Train
7,2,2,WP_0356,0,Train
7,2,2,WP_1502,1,Train
7,2,2,WP_0548,0,Train
7,2,2,WP_1423,1,Train
7,2,2,WP_1361,0,Train
7,2,2,WP_1842,0,Train
7,2,2,WP_0879,0,Train
7,2,2,WP_1893,0,Train
7,2,2,WP_0922,1,Train
7,2,2,WP_0876,0,Train
7,2,2,WP_1368,0,Train
7,2,2,WP_0674,1,Train
7,2,2,WP_0452,1,Train
7,2,2,WP_1585,0,Train
7,2,2,WP_1239,1,Train
7,2,2,WP_1021,0,Train
7,2,2,WP_0001,0,Train
7,2,2,WP_1776,0,Train
7,2,2,WP_0482,1,Train
7,2,2,WP_1269,0,Train
7,2,2,WP_0475,1,Train
7,2,2,WP_0478,1,Train
7,2,2,WP_0622,0,Train
7,2,2,WP_1434,1,Train
7,2,2,WP_0133,0,Train
7,2,2,WP_0287,0,Train
7,2,2,WP_0696,1,Train
7,2,2,WP_1695,1,Train
7,2,2,WP_1002,1,Train
7,2,2,WP_1520,0,Train
7,2,2,WP_0768,0,Train
7,2,2,WP_0413,1,Train
7,2,2,WP_0309,0,Train
7,2,2,WP_0230,1,Train
7,2,2,WP_0658,0,Train
7,2,2,WP_0457,1,Train
7,2,2,WP_1498,1,Train
7,2,2,WP_1065,0,Train
7,2,2,WP_0988,1,Train
7,2,2,WP_0713,1,Train
7,2,2,WP_0085,0,Train
7,2,2,WP_0075,0,Train
7,2,2,WP_0441,1,Train
7,2,2,WP_0730,1,Train
7,2,2,WP_1231,1,Train
7,2,2,WP_0939,1,Train
7,2,2,WP_0051,0,Train
7,2,2,WP_0200,1,Train
7,2,2,WP_1320,0,Train
7,2,2,WP_0216,1,Train
7,2,2,WP_0487,1,Train
7,2,2,WP_1771,0,Train
7,2,2,WP_0445,1,Train
7,2,2,WP_1907,0,Train
7,2,2,WP_0671,1,Train
7,2,2,WP_0791,0,Train
7,2,2,WP_0220,1,Train
7,2,2,WP_0833,0,Train
7,2,2,WP_0369,0,Train
7,2,2,WP_0793,0,Train
7,2,2,WP_1588,0,Train
7,2,2,WP_0930,1,Train
7,2,2,WP_1345,0,Train
7,2,2,WP_0426,1,Train
7,2,2,WP_0554,0,Train
7,2,2,WP_0201,1,Train
7,2,2,WP_1098,0,Train
7,2,2,WP_1112,0,Train
7,2,2,WP_1995,1,Train
7,2,2,WP_1220,1,Train
7,2,2,WP_1922,1,Train
7,2,2,WP_0707,1,Train
7,2,2,WP_0131,0,Train
7,2,2,WP_1816,0,Train
7,2,2,WP_0286,0,Train
7,2,2,WP_0305,0,Train
7,2,2,WP_0124,0,Train
7,2,2,WP_0882,0,Train
7,2,2,WP_1682,1,Train
7,2,2,WP_1056,0,Train
7,2,2,WP_0974,1,Train
7,2,2,WP_0024,0,Train
7,2,2,WP_1170,1,Train
7,2,2,WP_1491,1,Train
7,2,2,WP_1747,1,Train
7,2,2,WP_1185,1,Train
7,2,2,WP_1512,1,Train
7,2,2,WP_0722,1,Train
7,2,2,WP_0690,1,Train
7,2,2,WP_0706,1,Train
7,2,2,WP_0996,1,Train
7,2,2,WP_1509,1,Train
7,2,2,WP_1866,0,Train
7,2,2,WP_1618,0,Train
7,2,2,WP_1386,0,Train
7,2,2,WP_0189,1,Train
7,2,2,WP_0206,1,Train
7,2,2,WP_1679,1,Train
7,2,2,WP_1894,0,Train
7,2,2,WP_0869,0,Train
7,2,2,WP_0367,0,Train
7,2,2,WP_1392,0,Train
7,2,2,WP_0824,0,Train
7,2,2,WP_0719,1,Train
7,2,2,WP_0060,0,Train
7,2,2,WP_0053,0,Train
7,2,2,WP_1103,0,Train
7,2,2,WP_1186,1,Train
7,2,2,WP_1737,1,Train
7,2,2,WP_0490,1,Train
7,2,2,WP_1596,0,Train
7,2,2,WP_0540,0,Train
7,2,2,WP_1382,0,Train
7,2,2,WP_1572,0,Train
7,2,2,WP_1487,1,Train
7,2,2,WP_0436,1,Train
7,2,2,WP_0084,0,Train
7,2,2,WP_1758,1,Train
7,2,2,WP_0752,1,Train
7,2,2,WP_0396,0,Train
7,2,2,WP_1045,0,Train
7,2,2,WP_0020,0,Train
7,2,2,WP_1131,0,Train
7,2,2,WP_0043,0,Train
7,2,2,WP_0042,0,Train
7,2,2,WP_0274,0,Train
7,2,2,WP_1963,1,Train
7,2,2,WP_1147,0,Train
7,2,2,WP_1416,1,Train
7,2,2,WP_0077,0,Train
7,2,2,WP_0709,1,Train
7,2,2,WP_0595,0,Train
7,2,2,WP_0843,0,Train
7,2,2,WP_0048,0,Train
7,2,2,WP_1598,0,Train
7,2,2,WP_0418,1,Train
7,2,2,WP_1936,1,Train
7,2,2,WP_0045,0,Train
7,2,2,WP_0628,0,Train
7,2,2,WP_0796,0,Train
7,2,2,WP_0637,0,Train
7,2,2,WP_0236,1,Train
7,2,2,WP_0545,0,Train
7,2,2,WP_0526,0,Train
7,2,2,WP_0059,0,Train
7,2,2,WP_1083,0,Train
7,2,2,WP_1458,1,Train
7,2,2,WP_0028,0,Train
7,2,2,WP_1348,0,Train
7,2,2,WP_0065,0,Train
7,2,2,WP_0964,1,Train
7,2,2,WP_0858,0,Train
7,2,2,WP_0926,1,Train
7,2,2,WP_0327,0,Train
7,2,2,WP_1667,1,Train
7,2,2,WP_1964,1,Train
7,2,2,WP_1911,1,Train
7,2,2,WP_1916,1,Train
7,2,2,WP_0941,1,Train
7,2,2,WP_1431,1,Train
7,2,2,WP_1960,1,Train
7,2,2,WP_0835,0,Train
7,2,2,WP_1958,1,Train
7,2,2,WP_1373,0,Train
7,2,2,WP_0667,0,Train
7,2,2,WP_1540,0,Train
7,2,2,WP_0434,1,Train
7,2,2,WP_1263,0,Train
7,2,2,WP_0248,1,Train
7,2,2,WP_0212,1,Train
7,2,2,WP_1380,0,Train
7,2,2,WP_0850,0,Train
7,2,2,WP_1767,0,Train
7,2,2,WP_0603,0,Train
7,2,2,WP_0911,1,Train
7,2,2,WP_1197,1,Train
7,2,2,WP_1018,0,Train
7,2,2,WP_0449,1,Train
7,2,2,WP_0325,0,Train
7,2,2,WP_1495,1,Train
7,2,2,WP_1152,0,Train
7,2,2,WP_1049,0,Train
7,2,2,WP_0315,0,Train
7,2,2,WP_1612,0,Train
7,2,2,WP_1839,0,Train
7,2,2,WP_1408,1,Train
7,2,2,WP_1928,1,Train
7,2,2,WP_1882,0,Train
7,2,2,WP_1814,0,Train
7,2,2,WP_0431,1,Train
7,2,2,WP_1972,1,Train
7,2,2,WP_0194,1,Train
7,2,2,WP_1497,1,Train
7,2,2,WP_1665,1,Train
7,2,2,WP_1105,0,Train
7,2,2,WP_1035,0,Train
7,2,2,WP_1004,1,Train
7,2,2,WP_1473,1,Train
7,2,2,WP_0063,0,Train
7,2,2,WP_0654,0,Train
7,2,2,WP_0025,0,Train
7,2,2,WP_0873,0,Train
7,2,2,WP_1753,1,Train
7,2,2,WP_1945,1,Train
7,2,2,WP_0312,0,Train
7,2,2,WP_1311,0,Train
7,2,2,WP_1652,0,Train
7,2,2,WP_0657,0,Train
7,2,2,WP_1394,0,Train
7,2,2,WP_0412,1,Train
7,2,2,WP_1332,0,Train
7,2,2,WP_0330,0,Train
7,2,2,WP_0727,1,Train
7,2,2,WP_1527,0,Train
7,2,2,WP_1752,1,Train
7,2,2,WP_1144,0,Train
7,2,2,WP_1636,0,Train
7,2,2,WP_1357,0,Train
7,2,2,WP_1863,0,Train
7,2,2,WP_0813,0,Train
7,2,2,WP_1407,1,Train
7,2,2,WP_0957,1,Train
7,2,2,WP_1900,0,Train
7,2,2,WP_0083,0,Train
7,2,2,WP_0381,0,Train
7,2,2,WP_1127,0,Train
7,2,2,WP_0023,0,Train
7,2,2,WP_1374,0,Train
7,2,2,WP_1697,1,Train
7,2,2,WP_1251,1,Train
7,2,2,WP_0759,1,Train
7,2,2,WP_0470,1,Train
7,2,2,WP_0787,0,Train
7,2,2,WP_0006,0,Train
7,2,2,WP_0443,1,Train
7,2,2,WP_1010,1,Train
7,2,2,WP_0574,0,Train
7,2,2,WP_0555,0,Train
7,2,2,WP_1256,1,Train
7,2,2,WP_1275,0,Train
7,2,2,WP_0643,0,Train
7,2,2,WP_1318,0,Train
7,2,2,WP_1791,0,Train
7,2,2,WP_0998,1,Train
7,2,2,WP_0589,0,Train
7,2,2,WP_0481,1,Train
7,2,2,WP_0300,0,Train
7,2,2,WP_1068,0,Train
7,2,2,WP_0386,0,Train
7,2,2,WP_1167,1,Train
7,2,2,WP_0390,0,Train
7,2,2,WP_2005,1,Train
7,2,2,WP_0338,0,Train
7,2,2,WP_0199,1,Train
7,2,2,WP_0157,1,Train
7,2,2,WP_1425,1,Train
7,2,2,WP_1193,1,Train
7,2,2,WP_1597,0,Train
7,2,2,WP_1025,0,Train
7,2,2,WP_1570,0,Train
7,2,2,WP_1664,1,Train
7,2,2,WP_1059,0,Train
7,2,2,WP_0291,0,Train
7,2,2,WP_1639,0,Train
7,2,2,WP_0148,0,Train
7,2,2,WP_0295,0,Train
7,2,2,WP_1141,0,Train
7,2,2,WP_0698,1,Train
7,2,2,WP_1796,0,Train
7,2,2,WP_0161,1,Train
7,2,2,WP_0808,0,Train
7,2,2,WP_0561,0,Train
7,2,2,WP_1832,0,Train
7,2,2,WP_0144,0,Train
7,2,2,WP_0917,1,Train
7,2,2,WP_0119,0,Train
7,2,2,WP_0805,0,Train
7,2,2,WP_1625,0,Train
7,2,2,WP_0950,1,Train
7,2,2,WP_1734,1,Train
7,2,2,WP_0126,0,Train
7,2,2,WP_0420,1,Train
7,2,2,WP_0859,0,Train
7,2,2,WP_1486,1,Train
7,2,2,WP_0553,0,Train
7,2,2,WP_1611,0,Train
7,2,2,WP_0488,1,Train
7,2,2,WP_1451,1,Train
7,2,2,WP_0448,1,Train
7,2,2,WP_1351,0,Train
7,2,2,WP_1654,0,Train
7,2,2,WP_1030,0,Train
7,2,2,WP_0688,1,Train
7,2,2,WP_0499,1,Train
7,2,2,WP_1703,1,Train
7,2,2,WP_0014,0,Train
7,2,2,WP_1504,1,Train
7,2,2,WP_1967,1,Train
7,2,2,WP_1875,0,Train
7,2,2,WP_0358,0,Train
7,2,2,WP_1104,0,Train
7,2,2,WP_1755,1,Train
7,2,2,WP_1019,0,Train
7,2,2,WP_1109,0,Train
7,2,2,WP_1027,0,Train
7,2,2,WP_0067,0,Train
7,2,2,WP_0152,0,Train
7,2,2,WP_0883,0,Train
7,2,2,WP_0016,0,Train
7,2,2,WP_0244,1,Train
7,2,2,WP_0343,0,Train
7,2,2,WP_0839,0,Train
7,2,2,WP_1307,0,Train
7,2,2,WP_1606,0,Train
7,2,2,WP_1836,0,Train
7,2,2,WP_1521,0,Train
7,2,2,WP_1681,1,Train
7,2,2,WP_1950,1,Train
7,2,2,WP_1338,0,Train
7,2,2,WP_0109,0,Train
7,2,2,WP_1577,0,Train
7,2,2,WP_0125,0,Train
7,2,2,WP_1138,0,Train
7,2,2,WP_1254,1,Train
7,2,2,WP_0600,0,Train
7,2,2,WP_0522,0,Train
7,2,2,WP_0656,0,Train
7,2,2,WP_0503,1,Train
7,2,2,WP_1219,1,Train
7,2,2,WP_0607,0,Train
7,2,2,WP_0346,0,Train
7,2,2,WP_1992,1,Train
7,2,2,WP_1788,0,Train
7,2,2,WP_1649,0,Train
7,2,2,WP_1284,0,Train
7,2,2,WP_0510,0,Train
7,2,2,WP_1740,1,Train
7,2,2,WP_0604,0,Train
7,2,2,WP_0498,1,Train
7,2,2,WP_1957,1,Train
7,2,2,WP_0429,1,Train
7,2,2,WP_0605,0,Train
7,2,2,WP_1258,1,Train
7,2,2,WP_0601,0,Train
7,2,2,WP_1174,1,Train
7,2,2,WP_0818,0,Train
7,2,2,WP_0733,1,Train
7,2,2,WP_1303,0,Train
7,2,2,WP_0999,1,Train
7,2,2,WP_1610,0,Train
7,2,2,WP_0651,0,Train
7,2,2,WP_0712,1,Train
7,2,2,WP_0054,0,Train
7,2,2,WP_1280,0,Train
7,2,2,WP_1384,0,Train
7,2,2,WP_1454,1,Train
7,2,2,WP_0395,0,Train
7,2,2,WP_0472,1,Train
7,2,2,WP_0856,0,Train
7,2,2,WP_1393,0,Train
7,2,2,WP_0348,0,Train
7,2,2,WP_0770,0,Train
7,2,2,WP_0306,0,Train
7,2,2,WP_0088,0,Train
7,2,2,WP_1122,0,Train
7,2,2,WP_0100,0,Train
7,2,2,WP_1648,0,Train
7,2,2,WP_0031,0,Train
7,2,2,WP_0405,0,Train
7,2,2,WP_1038,0,Train
7,2,2,WP_1371,0,Train
7,2,2,WP_1401,0,Train
7,2,2,WP_1272,0,Train
7,2,2,WP_0442,1,Train
7,2,2,WP_0958,1,Train
7,2,2,WP_1641,0,Train
7,2,2,WP_1017,0,Train
7,2,2,WP_1395,0,Train
7,2,2,WP_1669,1,Validation
7,2,2,WP_1222,1,Validation
7,2,2,WP_1410,1,Validation
7,2,2,WP_1324,0,Validation
7,2,2,WP_1190,1,Validation
7,2,2,WP_1869,0,Validation
7,2,2,WP_0710,1,Validation
7,2,2,WP_1673,1,Validation
7,2,2,WP_1074,0,Validation
7,2,2,WP_1471,1,Validation
7,2,2,WP_1528,0,Validation
7,2,2,WP_0279,0,Validation
7,2,2,WP_0385,0,Validation
7,2,2,WP_0180,1,Validation
7,2,2,WP_1082,0,Validation
7,2,2,WP_0717,1,Validation
7,2,2,WP_0795,0,Validation
7,2,2,WP_1335,0,Validation
7,2,2,WP_0268,0,Validation
7,2,2,WP_0612,0,Validation
7,2,2,WP_0165,1,Validation
7,2,2,WP_1602,0,Validation
7,2,2,WP_0377,0,Validation
7,2,2,WP_1397,0,Validation
7,2,2,WP_0342,0,Validation
7,2,2,WP_1878,0,Validation
7,2,2,WP_0304,0,Validation
7,2,2,WP_1435,1,Validation
7,2,2,WP_0611,0,Validation
7,2,2,WP_0232,1,Validation
7,2,2,WP_1514,1,Validation
7,2,2,WP_1862,0,Validation
7,2,2,WP_1172,1,Validation
7,2,2,WP_1557,0,Validation
7,2,2,WP_0586,0,Validation
7,2,2,WP_0079,0,Validation
7,2,2,WP_1536,0,Validation
7,2,2,WP_1879,0,Validation
7,2,2,WP_1377,0,Validation
7,2,2,WP_1607,0,Validation
7,2,2,WP_0035,0,Validation
7,2,2,WP_0058,0,Validation
7,2,2,WP_0870,0,Validation
7,2,2,WP_0877,0,Validation
7,2,2,WP_0702,1,Validation
7,2,2,WP_0102,0,Validation
7,2,2,WP_1080,0,Validation
7,2,2,WP_1578,0,Validation
7,2,2,WP_0811,0,Validation
7,2,2,WP_0994,1,Validation
7,2,2,WP_0675,1,Validation
7,2,2,WP_0468,1,Validation
7,2,2,WP_0228,1,Validation
7,2,2,WP_0340,0,Validation
7,2,2,WP_0471,1,Validation
7,2,2,WP_1271,0,Validation
7,2,2,WP_0402,0,Validation
7,2,2,WP_0803,0,Validation
7,2,2,WP_1861,0,Validation
7,2,2,WP_1908,0,Validation
7,2,2,WP_1039,0,Validation
7,2,2,WP_1253,1,Validation
7,2,2,WP_0904,0,Validation
7,2,2,WP_1120,0,Validation
7,2,2,WP_0383,0,Validation
7,2,2,WP_0229,1,Validation
7,2,2,WP_1123,0,Validation
7,2,2,WP_0505,1,Validation
7,2,2,WP_2007,1,Validation
7,2,2,WP_1997,1,Validation
7,2,2,WP_0066,0,Validation
7,2,2,WP_0598,0,Validation
7,2,2,WP_1736,1,Validation
7,2,2,WP_0823,0,Validation
7,2,2,WP_1469,1,Validation
7,2,2,WP_0898,0,Validation
7,2,2,WP_0463,1,Validation
7,2,2,WP_0871,0,Validation
7,2,2,WP_1690,1,Validation
7,2,2,WP_1163,1,Validation
7,2,2,WP_1413,1,Validation
7,2,2,WP_1279,0,Validation
7,2,2,WP_1910,0,Validation
7,2,2,WP_0336,0,Validation
7,2,2,WP_1355,0,Validation
7,2,2,WP_0701,1,Validation
7,2,2,WP_1463,1,Validation
7,2,2,WP_1484,1,Validation
7,2,2,WP_0453,1,Validation
7,2,2,WP_0616,0,Validation
7,2,2,WP_0041,0,Validation
7,2,2,WP_0618,0,Validation
7,2,2,WP_1798,0,Validation
7,2,2,WP_0302,0,Validation
7,2,2,WP_1071,0,Validation
7,2,2,WP_0577,0,Validation
7,2,2,WP_0847,0,Validation
7,2,2,WP_1493,1,Validation
7,2,2,WP_1728,1,Validation
7,2,2,WP_1240,1,Validation
7,2,2,WP_0774,0,Validation
7,2,2,WP_0535,0,Validation
7,2,2,WP_1475,1,Validation
7,2,2,WP_0678,1,Validation
7,2,2,WP_0845,0,Validation
7,2,2,WP_0459,1,Validation
7,2,2,WP_1718,1,Validation
7,2,2,WP_0391,0,Validation
7,2,2,WP_0532,0,Validation
7,2,2,WP_1886,0,Validation
7,2,2,WP_0074,0,Validation
7,2,2,WP_0339,0,Validation
7,2,2,WP_0277,0,Validation
7,2,2,WP_0516,0,Validation
7,2,2,WP_1678,1,Validation
7,2,2,WP_0323,0,Validation
7,2,2,WP_1449,1,Validation
7,2,2,WP_0493,1,Validation
7,2,2,WP_1656,0,Validation
7,2,2,WP_1934,1,Validation
7,2,2,WP_0129,0,Validation
7,2,2,WP_1542,0,Validation
7,2,2,WP_0314,0,Validation
7,2,2,WP_0995,1,Validation
7,2,2,WP_1389,0,Validation
7,2,2,WP_0276,0,Validation
7,2,2,WP_0562,0,Validation
7,2,2,WP_0320,0,Validation
7,2,2,WP_0440,1,Validation
7,2,2,WP_0242,1,Validation
7,2,2,WP_0992,1,Validation
7,2,2,WP_0886,0,Validation
7,2,2,WP_0183,1,Validation
7,2,2,WP_0757,1,Validation
7,2,2,WP_0444,1,Validation
7,2,2,WP_1933,1,Validation
7,2,2,WP_1292,0,Validation
7,2,2,WP_1383,0,Validation
7,2,2,WP_1539,0,Validation
7,2,2,WP_1415,1,Validation
7,2,2,WP_1086,0,Validation
7,2,2,WP_1981,1,Validation
7,2,2,WP_1199,1,Validation
7,2,2,WP_1085,0,Validation
7,2,2,WP_1762,0,Validation
7,2,2,WP_0827,0,Validation
7,2,2,WP_0740,1,Validation
7,2,2,WP_0076,0,Validation
7,2,2,WP_1331,0,Validation
7,2,2,WP_1541,0,Validation
7,2,2,WP_1106,0,Validation
7,2,2,WP_1054,0,Validation
7,2,2,WP_0335,0,Validation
7,2,2,WP_1568,0,Validation
7,2,2,WP_1723,1,Validation
7,2,2,WP_0897,0,Validation
7,2,2,WP_1268,0,Validation
7,2,2,WP_1801,0,Validation
7,2,2,WP_1175,1,Validation
7,2,2,WP_0556,0,Validation
7,2,2,WP_1442,1,Validation
7,2,2,WP_0227,1,Validation
7,2,2,WP_0857,0,Validation
7,2,2,WP_0765,0,Validation
7,2,2,WP_1940,1,Validation
7,2,2,WP_0807,0,Validation
7,2,2,WP_1524,0,Validation
7,2,2,WP_1262,1,Validation
7,2,2,WP_0937,1,Validation
7,2,2,WP_0235,1,Validation
7,2,2,WP_1467,1,Validation
7,2,2,WP_1339,0,Validation
7,2,2,WP_1438,1,Validation
7,2,2,WP_0834,0,Validation
7,2,2,WP_1316,0,Validation
7,2,2,WP_1459,1,Validation
7,2,2,WP_1745,1,Validation
7,2,2,WP_1211,1,Validation
7,2,2,WP_0208,1,Validation
7,2,2,WP_0301,0,Validation
7,2,2,WP_1457,1,Validation
7,2,2,WP_0047,0,Validation
7,2,2,WP_0392,0,Validation
7,2,2,WP_1783,0,Validation
7,2,2,WP_0980,1,Validation
7,2,2,WP_1676,1,Validation
7,2,2,WP_0354,0,Validation
7,2,2,WP_1452,1,Validation
7,2,2,WP_1827,0,Validation
7,2,2,WP_1825,0,Validation
7,2,2,WP_1947,1,Validation
7,2,2,WP_0480,1,Validation
7,2,2,WP_1503,1,Validation
7,2,2,WP_1084,0,Validation
7,2,2,WP_0566,0,Validation
7,2,2,WP_1846,0,Validation
7,2,2,WP_1704,1,Validation
7,2,2,WP_0349,0,Validation
7,2,2,WP_1774,0,Validation
7,2,2,WP_0928,1,Validation
7,2,2,WP_0921,1,Validation
7,2,2,WP_0716,1,Validation
7,2,2,WP_1630,0,Validation
7,2,2,WP_1726,1,Validation
7,2,2,WP_0223,1,Validation
7,2,2,WP_0680,1,Validation
7,2,2,WP_0632,0,Validation
7,2,2,WP_0983,1,Validation
7,2,2,WP_0571,0,Validation
7,2,2,WP_0414,1,Validation
7,2,2,WP_1409,1,Validation
7,2,2,WP_1322,0,Validation
7,2,2,WP_1447,1,Validation
7,2,2,WP_0166,1,Validation
7,2,2,WP_0676,1,Validation
7,2,2,WP_1455,1,Validation
7,2,2,WP_1281,0,Validation
7,2,2,WP_0004,0,Validation
7,2,2,WP_1396,0,Validation
7,2,2,WP_0209,1,Validation
7,2,2,WP_1515,0,Validation
7,2,2,WP_0409,1,Validation
7,2,2,WP_1440,1,Validation
7,2,2,WP_1079,0,Validation
7,2,2,WP_0419,1,Validation
7,2,2,WP_1870,0,Validation
7,2,2,WP_0068,0,Validation
7,2,2,WP_1764,0,Validation
7,2,2,WP_0428,1,Validation
7,2,2,WP_0049,0,Validation
7,2,2,WP_1532,0,Validation
7,2,2,WP_1227,1,Validation
7,2,2,WP_1915,1,Validation
7,2,2,WP_1687,1,Validation
7,2,2,WP_1115,0,Validation
7,2,2,WP_1768,0,Validation
7,2,2,WP_2008,1,Validation
7,2,2,WP_0089,0,Validation
7,2,2,WP_0105,0,Validation
7,2,2,WP_0195,1,Validation
7,2,2,WP_1860,0,Validation
7,2,2,WP_0371,0,Validation
7,2,2,WP_1890,0,Validation
7,2,2,WP_1883,0,Validation
7,2,2,WP_1599,0,Validation
7,2,2,WP_1042,0,Validation
7,2,2,WP_0140,0,Validation
7,2,2,WP_0741,1,Validation
7,2,2,WP_1696,1,Validation
7,2,2,WP_0736,1,Validation
7,2,2,WP_0829,0,Validation
7,2,2,WP_1646,0,Validation
7,2,2,WP_0913,1,Validation
7,2,2,WP_0027,0,Validation
7,2,2,WP_0830,0,Validation
7,2,2,WP_0945,1,Validation
7,2,2,WP_1951,1,Validation
7,2,2,WP_0080,0,Validation
7,2,2,WP_1552,0,Validation
7,2,2,WP_1196,1,Validation
7,2,2,WP_0809,0,Validation
7,2,2,WP_0400,0,Validation
7,2,2,WP_1826,0,Validation
7,2,2,WP_0249,1,Validation
7,2,2,WP_1472,1,Validation
7,2,2,WP_0388,0,Validation
7,2,2,WP_1871,0,Validation
7,2,2,WP_1918,1,Validation
7,2,2,WP_0099,0,Validation
7,2,2,WP_0474,1,Validation
7,2,2,WP_0289,0,Validation
7,2,2,WP_1769,0,Validation
7,2,2,WP_0543,0,Validation
7,2,2,WP_0914,1,Validation
7,2,2,WP_1725,1,Validation
7,2,2,WP_1287,0,Validation
7,2,2,WP_1714,1,Validation
7,2,2,WP_0464,1,Validation
7,2,2,WP_0359,0,Validation
7,2,2,WP_1224,1,Validation
7,2,2,WP_0552,0,Validation
7,2,2,WP_1302,0,Validation
7,2,2,WP_1015,0,Validation
7,2,2,WP_0568,0,Validation
7,2,2,WP_0931,1,Validation
7,2,2,WP_1143,0,Validation
7,2,2,WP_0744,1,Validation
7,2,2,WP_1899,0,Validation
7,2,2,WP_0846,0,Validation
7,2,2,WP_1645,0,Validation
7,2,2,WP_0265,0,Validation
7,2,2,WP_1379,0,Validation
7,2,2,WP_1460,1,Validation
7,2,2,WP_1444,1,Validation
7,2,2,WP_0176,1,Validation
7,2,2,WP_0647,0,Validation
7,2,2,WP_0524,0,Validation
7,2,2,WP_1044,0,Validation
7,2,2,WP_1304,0,Validation
7,2,2,WP_0260,0,Validation
7,2,2,WP_0172,1,Validation
7,2,2,WP_1323,0,Validation
7,2,2,WP_0036,0,Validation
7,2,2,WP_0294,0,Validation
7,2,2,WP_0273,0,Validation
7,2,2,WP_0815,0,Validation
7,2,2,WP_1076,0,Validation
7,2,2,WP_1605,0,Validation
7,2,2,WP_1566,0,Validation
7,2,2,WP_1406,0,Validation
7,2,2,WP_0866,0,Validation
7,2,2,WP_1114,0,Validation
7,2,2,WP_1327,0,Validation
7,2,2,WP_1917,1,Validation
7,2,2,WP_0022,0,Validation
7,2,2,WP_1390,0,Validation
7,2,2,WP_1741,1,Validation
7,2,2,WP_1166,1,Validation
7,2,2,WP_0887,0,Validation
7,2,2,WP_1158,1,Validation
7,2,2,WP_0884,0,Validation
7,2,2,WP_0734,1,Validation
8,2,3,WP_0515,0,Train
8,2,3,WP_1593,0,Train
8,2,3,WP_1631,0,Train
8,2,3,WP_1669,1,Train
8,2,3,WP_1222,1,Train
8,2,3,WP_0491,1,Train
8,2,3,WP_0513,0,Train
8,2,3,WP_1748,1,Train
8,2,3,WP_0594,0,Train
8,2,3,WP_1247,1,Train
8,2,3,WP_1410,1,Train
8,2,3,WP_0693,1,Train
8,2,3,WP_0062,0,Train
8,2,3,WP_0128,0,Train
8,2,3,WP_1489,1,Train
8,2,3,WP_1325,0,Train
8,2,3,WP_1790,0,Train
8,2,3,WP_1324,0,Train
8,2,3,WP_1190,1,Train
8,2,3,WP_1869,0,Train
8,2,3,WP_1437,1,Train
8,2,3,WP_1708,1,Train
8,2,3,WP_0090,0,Train
8,2,3,WP_1604,0,Train
8,2,3,WP_0653,0,Train
8,2,3,WP_1841,0,Train
8,2,3,WP_1623,0,Train
8,2,3,WP_0258,0,Train
8,2,3,WP_0055,0,Train
8,2,3,WP_0185,1,Train
8,2,3,WP_1291,0,Train
8,2,3,WP_0710,1,Train
8,2,3,WP_1257,1,Train
8,2,3,WP_1673,1,Train
8,2,3,WP_1074,0,Train
8,2,3,WP_1319,0,Train
8,2,3,WP_1020,0,Train
8,2,3,WP_0002,0,Train
8,2,3,WP_0115,0,Train
8,2,3,WP_1471,1,Train
8,2,3,WP_1777,0,Train
8,2,3,WP_0739,1,Train
8,2,3,WP_1428,1,Train
8,2,3,WP_0086,0,Train
8,2,3,WP_1225,1,Train
8,2,3,WP_1978,1,Train
8,2,3,WP_1686,1,Train
8,2,3,WP_0150,0,Train
8,2,3,WP_1198,1,Train
8,2,3,WP_0590,0,Train
8,2,3,WP_0139,0,Train
8,2,3,WP_1820,0,Train
8,2,3,WP_1248,1,Train
8,2,3,WP_1731,1,Train
8,2,3,WP_1851,0,Train
8,2,3,WP_0110,0,Train
8,2,3,WP_0097,0,Train
8,2,3,WP_0040,0,Train
8,2,3,WP_0019,0,Train
8,2,3,WP_1148,0,Train
8,2,3,WP_1528,0,Train
8,2,3,WP_0322,0,Train
8,2,3,WP_1273,0,Train
8,2,3,WP_0764,0,Train
8,2,3,WP_1949,1,Train
8,2,3,WP_1465,1,Train
8,2,3,WP_0905,0,Train
8,2,3,WP_0422,1,Train
8,2,3,WP_0645,0,Train
8,2,3,WP_0374,0,Train
8,2,3,WP_0018,0,Train
8,2,3,WP_0962,1,Train
8,2,3,WP_1561,0,Train
8,2,3,WP_1164,1,Train
8,2,3,WP_1007,1,Train
8,2,3,WP_0121,0,Train
8,2,3,WP_2010,1,Train
8,2,3,WP_0279,0,Train
8,2,3,WP_0385,0,Train
8,2,3,WP_0324,0,Train
8,2,3,WP_0949,1,Train
8,2,3,WP_0433,1,Train
8,2,3,WP_1579,0,Train
8,2,3,WP_1986,1,Train
8,2,3,WP_1005,1,Train
8,2,3,WP_1573,0,Train
8,2,3,WP_0389,0,Train
8,2,3,WP_0909,0,Train
8,2,3,WP_0337,0,Train
8,2,3,WP_0180,1,Train
8,2,3,WP_1082,0,Train
8,2,3,WP_1985,1,Train
